,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
5120,49,F,1.0,76,80799,1,0,Own,85025,3/11/2016,Friday,Parking Lot,2,1.0,25,Phone,1,4018.59,1,Compact,15000.0,silver,29699.581410000003
1635,41,M,1.0,84,77586,1,1,Own,50008,9/23/2015,Wednesday,Local,0,0.0,0,Phone,0,0.0,1,Compact,90499.98867437332,white,18619.88463
748,40,F,1.0,36,43345,1,1,Own,85065,7/1/2015,Wednesday,Local,0,0.0,62,Broker,0,5331.02,7,Compact,28016.905556507456,white,22516.8721
15520,39,F,1.0,91,109869,1,1,Own,20134,4/16/2016,Saturday,Local,26,0.0,69,Phone,1,7693.23,4,Medium,15000.0,silver,6283.876521
10741,50,F,0.0,40,118364,1,0,Rent,20135,5/18/2016,Wednesday,Parking Lot,0,0.0,4,Phone,0,0.0,4,Compact,79279.40535123841,silver,34763.46033
17934,49,M,1.0,42,90649,0,0,Own,15022,1/15/2015,Thursday,Parking Lot,10,0.0,75,Broker,1,4890.18,1,Medium,15000.0,other,9377.867101
5428,38,F,1.0,65,97460,1,1,Own,20134,2/18/2015,Wednesday,Parking Lot,8,0.0,0,Phone,1,0.0,8,Compact,41811.31436022706,white,11188.10169
17501,36,M,1.0,71,84746,1,0,Own,80012,9/5/2015,Saturday,Highway,0,0.0,100,Broker,0,1041.86,1,Compact,66194.01290078557,red,8495.046027
1390,50,F,1.0,82,84152,0,0,Own,20107,8/21/2016,Sunday,Local,17,0.0,7,Phone,0,0.0,4,Compact,15000.0,blue,24003.87194
177,41,M,1.0,75,103099,1,0,Own,80045,10/29/2015,Thursday,Local,5,0.0,9,Broker,1,0.0,1,Large,15000.0,other,23078.05397
16829,42,M,0.0,57,58657,0,1,Rent,20111,7/24/2016,Sunday,Local,5,0.0,69,Online,0,0.0,4,Compact,15000.0,white,35712.33166
14810,48,F,1.0,97,49473,0,1,Rent,15015,8/3/2016,Wednesday,Local,13,0.0,5,Phone,1,1662.95,1,Medium,15000.0,white,37618.6033
12925,51,F,1.0,85,123295,1,1,Rent,85061,4/12/2016,Tuesday,Highway,17,0.0,35,Broker,0,0.0,7,Compact,15000.0,other,29333.33868
13327,38,M,1.0,56,93817,0,0,Rent,15025,8/5/2015,Wednesday,Local,1,1.0,1,Broker,0,1963.19,11,Large,16284.713458754048,red,13868.92467
4268,39,M,,84,60941,0,1,Own,85071,8/25/2015,Tuesday,Local,0,0.0,82,Broker,1,0.0,1,Large,15000.0,blue,33171.10615
16861,41,M,1.0,84,112858,0,1,Own,85071,3/1/2016,Tuesday,Local,11,0.0,12,Phone,0,0.0,4,Medium,63381.40132296261,blue,23171.06036
16363,37,F,0.0,52,75121,1,1,Rent,80028,8/17/2015,Monday,Highway,3,0.0,98,Phone,1,0.0,9,Compact,15000.0,silver,21856.15575
9499,28,M,1.0,86,118666,1,1,Rent,15015,8/1/2016,Monday,Local,8,0.0,50,Online,0,0.0,1,Compact,25639.02008927785,red,32378.89089
15096,61,M,1.0,54,50448,0,0,Rent,50039,7/12/2016,Tuesday,Local,1,0.0,97,Broker,1,2275.76,1,Compact,15000.0,blue,48846.78378
7030,54,M,1.0,62,95976,0,0,Rent,85020,11/21/2015,Saturday,Highway,0,0.0,50,Phone,0,0.0,1,Large,26543.69151962677,gray,66650.80642000001
714,33,M,1.0,61,63165,1,1,Own,85008,3/11/2015,Wednesday,Local,0,1.0,13,Broker,1,5242.32,7,Large,61453.58587832718,silver,15094.84959
3881,42,F,0.0,70,92145,0,1,Own,50039,7/31/2015,Friday,Local,0,0.0,89,Broker,1,0.0,1,Compact,15000.0,silver,29501.4245
1654,42,F,1.0,91,107616,1,0,Rent,80011,5/1/2015,Friday,Highway,2,0.0,22,Phone,0,0.0,9,Medium,15000.0,black,9249.885854
15955,32,M,0.0,90,118977,1,1,Own,15034,6/21/2016,Tuesday,Parking Lot,0,0.0,71,Phone,1,5488.38,7,Compact,15000.0,blue,13554.1987
10370,34,M,1.0,92,57876,0,0,Own,50002,8/15/2016,Monday,Parking Lot,8,0.0,93,Broker,1,0.0,1,Large,52437.34697682332,blue,13469.59321
4720,33,M,0.0,87,78367,1,0,Own,85007,6/8/2016,Wednesday,Local,0,0.0,39,Phone,1,3732.9,4,Compact,21080.76893843056,other,48850.33131
10604,45,M,1.0,28,87905,0,1,Own,15055,6/8/2015,Monday,Highway,11,1.0,1,Broker,1,0.0,1,Medium,15000.0,blue,21404.37545
16011,47,M,1.0,88,90244,1,1,Rent,20148,1/12/2015,Monday,Local,0,0.0,26,Broker,1,0.0,5,Compact,15000.0,other,8864.795
13993,21,F,1.0,69,82932,1,1,Rent,20141,8/6/2016,Saturday,Parking Lot,0,0.0,48,Online,0,0.0,1,Large,15000.0,black,18107.688830000003
7414,38,M,1.0,66,37619,1,1,Own,80022,11/12/2016,Saturday,Parking Lot,0,0.0,7,Broker,1,0.0,1,Large,22028.809091557665,silver,10406.04807
17360,39,M,1.0,67,120679,1,1,Own,80013,11/2/2015,Monday,Parking Lot,3,0.0,98,Broker,0,3349.35,1,Medium,15000.0,red,25994.23733
16544,26,F,0.0,76,96909,0,0,Rent,80025,4/9/2015,Thursday,Local,0,1.0,100,Online,1,203.12,1,Large,15000.0,black,17020.48216
10835,29,M,0.0,69,124858,1,1,Rent,50005,9/9/2016,Friday,Local,7,0.0,98,Online,0,0.0,1,Medium,15000.0,silver,29326.38118
17994,49,F,1.0,88,53590,1,1,Rent,20119,2/17/2015,Tuesday,Local,0,1.0,100,Phone,0,0.0,3,Medium,15000.0,white,15929.81096
3929,44,M,1.0,71,56676,0,1,Own,20163,9/10/2015,Thursday,Local,22,0.0,47,Broker,0,1308.6,1,Compact,61632.87235378669,gray,34062.57367
1315,29,F,1.0,75,55307,1,1,Own,85008,2/25/2015,Wednesday,Local,0,1.0,51,Phone,1,1167.24,1,Large,46284.71311304601,blue,18676.09159
3587,41,F,1.0,21,103180,1,1,Rent,85012,4/9/2015,Thursday,Parking Lot,0,0.0,21,Broker,0,634.43,1,Compact,34132.59327938101,blue,25390.69736
6570,55,F,1.0,59,118652,1,0,Rent,85025,9/22/2016,Thursday,Parking Lot,5,0.0,21,Broker,0,0.0,4,Medium,34960.75761446793,other,18197.22863
15059,55,M,1.0,85,72845,0,0,Rent,15019,3/10/2015,Tuesday,Parking Lot,0,1.0,9,Broker,1,0.0,5,Compact,48310.98164247417,silver,13864.58327
15232,27,F,1.0,82,81629,0,1,Rent,15019,12/30/2015,Wednesday,Parking Lot,6,0.0,89,Online,0,1481.22,7,Medium,43702.80267939077,other,28840.89426
4271,56,M,1.0,81,86096,1,1,Rent,80105,6/25/2016,Saturday,Local,0,0.0,96,Phone,0,271.47,12,Medium,32222.36526582644,white,37135.07383
3303,53,M,1.0,80,52886,1,1,Rent,15007,9/16/2016,Friday,Parking Lot,0,0.0,71,Broker,1,0.0,1,Medium,42694.73758231315,red,14509.52124
9981,56,F,1.0,65,78426,0,1,Rent,80003,7/7/2016,Thursday,Local,0,0.0,12,Broker,1,2261.7,5,Medium,15000.0,white,35217.542
16069,64,M,1.0,89,94711,1,0,Own,85045,4/4/2016,Monday,Local,0,1.0,46,Broker,0,0.0,1,Medium,33798.28246124654,red,39083.480610000006
8598,52,M,1.0,72,104914,1,1,Own,20143,5/22/2015,Friday,Local,15,0.0,55,Broker,0,1614.29,3,Compact,32199.83604914848,silver,43254.66299
5685,49,M,1.0,95,115686,1,1,Own,15047,4/14/2015,Tuesday,Local,0,0.0,2,Broker,1,0.0,1,Medium,15000.0,silver,15345.25606
16411,39,F,1.0,88,50654,1,1,Rent,20139,8/9/2016,Tuesday,Local,12,0.0,21,Phone,0,3912.55,1,Medium,15000.0,black,15163.19438
8348,23,M,1.0,83,95057,0,1,Rent,20160,8/18/2015,Tuesday,Local,13,1.0,62,Online,1,0.0,1,Large,15000.0,other,13518.74492
1651,44,F,1.0,76,60803,0,1,Own,50049,8/19/2016,Friday,Highway,15,0.0,55,Broker,1,0.0,3,Medium,15724.476967690433,gray,30545.292510000003
2401,47,F,0.0,66,121861,0,0,Rent,50005,11/2/2016,Wednesday,Parking Lot,25,0.0,26,Broker,0,0.0,1,Compact,15000.0,other,27272.876
17868,38,M,1.0,84,52212,1,0,Own,50047,7/2/2015,Thursday,Highway,18,0.0,96,Phone,0,6572.29,1,Compact,15000.0,blue,33574.833360000004
4253,33,M,1.0,76,37019,1,0,Own,15010,11/17/2015,Tuesday,Local,2,0.0,0,Broker,0,0.0,1,Large,24409.468520463925,black,22795.87376
11752,45,F,1.0,39,48786,1,1,Rent,20118,7/30/2015,Thursday,Parking Lot,1,0.0,11,Phone,1,0.0,1,Large,15000.0,silver,27206.68546
1850,42,F,1.0,61,102961,0,0,Own,15012,8/22/2016,Monday,Parking Lot,1,1.0,92,Phone,1,0.0,1,Compact,101357.37317920904,gray,31121.706410000003
3559,22,M,0.0,69,101975,0,1,Own,85073,6/26/2016,Sunday,Parking Lot,8,1.0,94,Online,1,5185.23,1,Compact,24699.418341743723,other,13274.31522
11776,38,F,1.0,85,34092,0,1,Own,50043,5/24/2015,Sunday,Local,9,1.0,100,Broker,0,0.0,1,Medium,25545.789182220007,gray,41323.97297
990,55,M,1.0,77,96485,1,1,Rent,80101,7/16/2015,Thursday,Parking Lot,0,0.0,97,Broker,0,0.0,1,Large,32985.11507249757,red,18066.77836
10912,31,M,0.0,49,104442,1,1,Own,50003,1/23/2015,Friday,Local,7,0.0,8,Phone,0,9112.88,4,Large,44815.34078195802,white,27801.74954
8307,52,M,0.0,77,32665,1,1,Rent,50035,6/8/2015,Monday,Local,0,1.0,13,Broker,1,0.0,1,Large,15000.0,red,33353.97845
11518,57,M,0.0,94,117901,1,1,Own,80030,8/13/2015,Thursday,Local,13,0.0,49,Broker,1,0.0,3,Large,57742.81381032452,white,10536.82294
17773,32,M,1.0,80,92250,1,0,Own,20101,8/20/2015,Thursday,Parking Lot,5,0.0,73,Phone,1,0.0,3,Medium,30900.04348065767,silver,50229.36067
5444,59,F,1.0,62,106666,0,0,Own,80031,11/30/2015,Monday,Local,0,0.0,7,Broker,1,6.51,1,Medium,34994.41221517124,gray,30735.826760000004
14154,31,M,1.0,90,66111,1,1,Rent,20144,9/1/2015,Tuesday,Local,0,0.0,89,Broker,0,0.0,4,Large,31605.168684728425,red,32252.4271
5255,28,F,1.0,61,102949,1,1,Rent,80001,1/13/2016,Wednesday,Local,0,1.0,82,Phone,1,0.0,1,Large,51896.68003436914,other,38408.83293
1536,26,M,1.0,87,85664,1,0,Rent,85067,7/15/2015,Wednesday,Highway,0,0.0,18,Online,0,0.0,12,Medium,49064.201432175614,black,31106.66418
8873,23,F,1.0,61,92581,1,1,Rent,85006,11/15/2015,Sunday,Local,0,1.0,61,Online,1,6918.42,9,Medium,15000.0,other,17562.9161
12608,27,M,1.0,91,104730,1,0,Rent,15035,9/2/2015,Wednesday,Local,11,0.0,55,Online,0,3895.17,7,Large,15000.0,blue,23554.46909
9948,51,M,1.0,96,52092,1,0,Rent,85062,12/7/2016,Wednesday,Local,0,1.0,14,Broker,1,0.0,4,Large,18806.834887656165,red,7301.420844
3040,56,M,1.0,82,47620,0,0,Own,85082,3/4/2015,Wednesday,Local,15,0.0,25,Broker,1,3201.65,4,Medium,15000.0,black,25002.69431
1742,36,M,1.0,56,57067,1,1,Own,50008,12/29/2016,Thursday,Parking Lot,13,0.0,87,Phone,0,0.0,9,Large,25130.328187949803,blue,28547.30337
10180,54,M,0.0,65,72470,0,1,Rent,80109,2/18/2015,Wednesday,Local,6,1.0,45,Phone,0,0.0,1,Large,15000.0,red,21418.87052
17405,68,F,1.0,81,109337,0,0,Rent,15051,1/27/2016,Wednesday,Local,0,0.0,1,Broker,0,0.0,1,Large,35194.51626456701,black,36997.77445
13163,57,F,0.0,62,95332,1,0,Rent,85077,9/24/2015,Thursday,Local,0,1.0,67,Broker,0,0.0,6,Medium,15000.0,other,21866.11602
17363,27,F,1.0,92,44784,1,0,Rent,85078,4/5/2015,Sunday,Local,0,0.0,63,Online,1,417.08,1,Medium,15000.0,white,23937.82502
11044,46,F,1.0,57,123408,1,0,Own,20149,3/29/2015,Sunday,Local,1,1.0,0,Broker,1,5488.3,1,Large,15000.0,other,11609.15148
13268,33,F,0.0,84,44474,0,0,Rent,50036,2/9/2016,Tuesday,Local,21,1.0,32,Online,0,3797.76,1,Compact,15000.0,other,12204.08702
4194,34,M,0.0,78,96446,0,1,Own,50009,9/30/2015,Wednesday,Highway,0,1.0,8,Phone,1,870.11,1,Medium,15000.0,other,28635.17744
17862,45,F,0.0,71,100709,1,0,Own,20152,2/19/2016,Friday,Parking Lot,1,0.0,99,Broker,1,2426.84,1,Compact,15000.0,red,13287.52258
6271,39,F,1.0,81,118498,1,1,Own,80011,4/3/2016,Sunday,Local,1,,5,Phone,1,10478.9,5,Medium,40494.63620486153,white,10847.67138
9957,46,M,1.0,73,85454,1,1,Rent,50025,9/29/2015,Tuesday,Highway,4,0.0,71,Broker,0,3447.31,7,Compact,93819.77158675564,silver,22133.542380000003
15150,35,F,1.0,93,118337,1,0,Own,85046,12/21/2015,Monday,Highway,0,1.0,72,Phone,1,473.18,1,Compact,15000.0,blue,5513.368095000001
9820,52,F,1.0,92,113868,1,1,Rent,50056,5/25/2016,Wednesday,Parking Lot,0,0.0,51,Broker,1,0.0,6,Medium,67040.94950693929,silver,33082.6331
1811,53,M,1.0,75,69766,0,1,Own,85019,5/30/2015,Saturday,Parking Lot,0,0.0,74,Phone,1,0.0,3,Compact,15000.0,black,11967.18322
14664,42,M,1.0,83,55932,1,0,Rent,20139,4/18/2016,Monday,Local,0,0.0,10,Online,1,10547.02,1,Medium,15000.0,other,25222.19244
2291,54,F,0.0,89,97262,1,1,Rent,20130,10/10/2016,Monday,Parking Lot,0,0.0,23,Broker,1,0.0,1,Large,47640.9218929262,white,40414.91557
10009,40,M,1.0,71,72839,1,1,Rent,20101,12/8/2015,Tuesday,Parking Lot,4,0.0,40,Online,1,2991.87,7,Large,76396.68526070529,white,54786.71037000001
8377,54,M,1.0,78,46507,0,1,Rent,20152,1/19/2015,Monday,Local,0,1.0,50,Online,1,0.0,4,Medium,29815.25776648091,silver,37236.06519
15201,29,F,1.0,78,50858,0,1,Rent,80038,12/5/2016,Monday,Local,13,1.0,4,Online,1,0.0,1,Medium,15000.0,other,33834.54575
17315,53,F,1.0,82,115006,1,0,Own,50054,5/29/2016,Sunday,Highway,0,0.0,86,Broker,1,2322.0,1,Medium,15000.0,gray,32296.11475
7630,38,F,0.0,74,116809,1,1,Rent,15010,9/10/2015,Thursday,Local,0,1.0,85,Broker,1,1864.86,1,Compact,15000.0,white,4820.756354
17111,45,F,0.0,49,122689,0,0,Rent,80031,8/4/2016,Thursday,Local,0,1.0,96,Broker,1,8215.0,1,Compact,15000.0,white,25572.54556
8319,48,M,0.0,70,105255,1,0,Rent,50006,1/19/2016,Tuesday,Local,4,1.0,89,Broker,0,3697.08,8,Medium,15000.0,black,29047.260960000003
8739,39,F,1.0,88,37678,1,1,Rent,85048,7/4/2016,Monday,Local,0,0.0,27,Phone,1,5483.84,1,Large,15000.0,other,17727.83886
461,24,F,1.0,39,46968,1,0,Rent,80101,10/9/2015,Friday,Local,0,0.0,80,Online,1,0.0,2,Compact,15000.0,red,17024.45674
3790,60,M,0.0,76,66630,0,1,Own,85071,12/29/2015,Tuesday,Local,0,0.0,98,Broker,0,0.0,1,Large,33782.47200793546,red,19793.69347
8882,20,M,0.0,83,53234,0,0,Rent,15046,8/19/2015,Wednesday,Local,0,0.0,50,Phone,1,667.89,5,Medium,15000.0,white,17003.82253
7122,46,M,1.0,37,83819,0,1,Own,20124,8/27/2016,Saturday,Parking Lot,2,0.0,9,Phone,0,0.0,1,Large,59623.61604197248,black,51960.54731
440,42,M,0.0,69,60253,1,1,Own,50008,3/13/2016,Sunday,Local,9,0.0,81,Phone,0,4662.11,1,Medium,36796.19146658956,black,27217.85569
15238,21,M,0.0,63,113687,1,0,Rent,15037,1/7/2016,Thursday,Highway,7,1.0,1,Online,1,1995.18,2,Medium,15000.0,gray,13158.49179
6656,48,F,1.0,85,101017,0,1,Own,80030,12/17/2016,Saturday,Local,1,0.0,60,Broker,0,4416.14,1,Compact,39863.05909883299,black,4123.605432
475,48,M,1.0,77,120526,0,1,Own,85046,10/12/2015,Monday,Parking Lot,18,0.0,14,Phone,1,5355.7,1,Large,92557.99166012436,gray,19742.00144
16699,54,M,1.0,91,80813,1,0,Rent,15042,9/27/2016,Tuesday,Local,2,1.0,0,Broker,1,1758.4,1,Large,15000.0,white,28458.31056
15931,34,M,1.0,55,58263,0,1,Own,15045,6/30/2015,Tuesday,Parking Lot,3,0.0,0,Broker,1,0.0,1,Compact,56859.411604410816,red,18404.70272
670,47,F,1.0,93,87289,1,1,Own,80102,8/8/2015,Saturday,Local,6,0.0,4,Broker,1,0.0,1,Compact,15000.0,silver,16481.57912
6086,44,F,0.0,68,88581,1,0,Own,15035,1/5/2016,Tuesday,Local,4,0.0,99,Broker,0,0.0,1,Compact,15000.0,red,12847.58591
4055,38,F,0.0,74,89216,1,0,Rent,20111,4/15/2016,Friday,Local,14,0.0,80,Broker,0,0.0,2,Large,15000.0,black,17007.278769999997
16824,48,F,1.0,92,109245,0,0,Rent,85030,6/27/2015,Saturday,Local,0,0.0,71,Phone,0,0.0,1,Large,15000.0,white,45576.93484
12535,31,F,0.0,74,102444,0,1,Own,85016,10/11/2015,Sunday,Parking Lot,7,1.0,91,Broker,0,554.26,2,Compact,15000.0,silver,19159.47481
4192,36,M,0.0,40,49565,1,0,Rent,15046,5/3/2016,Tuesday,Local,0,0.0,19,Broker,1,2152.63,1,Compact,43895.662808848334,blue,23315.06952
12853,43,F,1.0,91,36596,1,1,Own,85032,12/29/2015,Tuesday,Parking Lot,5,0.0,70,Broker,0,4413.57,12,Compact,41108.64665400647,silver,30739.7921
949,40,F,1.0,78,55604,0,0,Own,50055,9/19/2016,Monday,Local,0,1.0,27,Broker,1,3937.93,1,Large,16883.8956567796,other,30571.07544
3757,64,M,1.0,73,94991,0,1,Rent,20129,1/12/2016,Tuesday,Local,5,0.0,27,Phone,0,2139.55,7,Large,15000.0,gray,8570.176804
3780,23,M,1.0,82,99247,1,1,Own,20135,1/12/2015,Monday,Highway,0,0.0,14,Online,0,4335.63,1,Medium,15000.0,silver,7640.50232
6235,24,F,0.0,55,86474,1,1,Own,80031,10/23/2015,Friday,Local,0,0.0,98,Phone,0,3484.77,9,Large,29245.26600577865,other,36287.66825
4958,52,F,1.0,66,56899,0,1,Own,80011,3/10/2015,Tuesday,Parking Lot,3,0.0,68,Broker,1,8165.7,6,Large,15000.0,black,29271.163060000003
12114,36,M,1.0,74,124137,1,1,Rent,20124,10/17/2016,Monday,Local,0,1.0,30,Broker,1,1631.33,5,Large,15000.0,blue,10058.45227
11139,51,F,1.0,94,48868,1,0,Own,15052,1/18/2015,Sunday,Local,1,0.0,2,Broker,1,0.0,1,Large,68837.32718015868,white,12918.11851
2894,26,M,1.0,79,124276,0,1,Rent,85077,7/8/2016,Friday,Parking Lot,0,0.0,56,Online,0,0.0,8,Compact,76806.04535969254,other,5234.1764570000005
11125,41,M,1.0,83,121299,1,1,Own,85026,9/30/2016,Friday,Local,0,0.0,0,Broker,1,0.0,1,Large,15000.0,black,12005.45742
6506,28,M,1.0,40,76265,1,1,Own,20111,2/5/2015,Thursday,Parking Lot,0,0.0,100,Online,0,0.0,1,Large,23185.712621932125,white,14920.4007
6589,28,F,0.0,52,121169,0,0,Rent,20149,8/18/2015,Tuesday,Parking Lot,8,0.0,100,Online,0,0.0,1,Compact,54080.920683174765,gray,6827.908901000001
6047,40,F,1.0,50,111374,1,0,Own,50002,6/3/2015,Wednesday,Local,0,0.0,1,Phone,0,0.0,1,Compact,15000.0,gray,37434.96288
3277,49,M,1.0,64,78516,1,0,Rent,50046,9/19/2016,Monday,Local,4,0.0,0,Broker,1,2362.57,1,Medium,70873.8486608176,white,20465.72729
11999,51,M,1.0,73,108021,1,0,Rent,85068,12/22/2016,Thursday,Parking Lot,17,0.0,96,Phone,1,0.0,1,Medium,15000.0,blue,42877.13683
3722,31,M,1.0,95,114224,1,0,Own,80104,5/31/2016,Tuesday,Parking Lot,5,0.0,49,Broker,1,1294.81,1,Large,15000.0,white,26911.829660000003
16816,27,F,1.0,69,99424,1,1,Rent,85065,8/23/2016,Tuesday,Local,0,1.0,93,Online,1,0.0,1,Large,36965.67141831594,other,25734.55299
17772,26,F,1.0,79,31072,1,1,Rent,80011,1/11/2015,Sunday,Highway,0,0.0,1,Online,1,1659.32,2,Medium,106724.21768956064,blue,11475.02207
298,39,M,1.0,53,35432,1,1,Rent,80005,3/21/2016,Monday,Local,0,0.0,68,Phone,1,3115.84,1,Large,15000.0,red,31588.97118
5743,27,M,1.0,70,109507,1,1,Own,85077,12/23/2015,Wednesday,Local,13,0.0,35,Online,1,0.0,1,Compact,15000.0,white,19089.71367
2008,39,M,1.0,50,118647,0,1,Own,50022,9/21/2015,Monday,Local,0,1.0,16,Online,1,0.0,1,Compact,15000.0,silver,30250.00811
4591,41,M,0.0,53,106265,1,1,Own,20158,6/23/2016,Thursday,Local,0,0.0,100,Online,0,0.0,1,Compact,19844.18216162766,gray,47491.5957
3618,41,F,1.0,66,63074,1,0,Rent,15009,3/4/2016,Friday,Local,4,0.0,70,Broker,0,0.0,1,Medium,52427.33456865248,other,8979.630003
5902,64,M,0.0,86,83361,1,1,Own,80011,2/2/2015,Monday,Parking Lot,1,0.0,92,Broker,0,11760.11,1,Large,23519.224007538072,other,33917.199239999994
16847,47,F,1.0,82,114323,1,0,Own,80106,1/16/2015,Friday,Parking Lot,22,1.0,3,Broker,0,0.0,1,Compact,15000.0,black,19515.25578
12836,47,M,1.0,88,68431,1,0,Own,85016,3/31/2015,Tuesday,Local,0,0.0,51,Phone,1,0.0,1,Medium,75307.95777353985,gray,33233.445660000005
12280,27,M,0.0,87,118963,1,1,Rent,85054,12/5/2015,Saturday,Highway,0,0.0,57,Phone,1,5276.16,1,Medium,16336.747559948277,black,26180.26783
2032,59,F,1.0,35,51221,1,1,Own,85010,7/31/2015,Friday,Parking Lot,4,0.0,19,Broker,1,2341.3,1,Medium,15000.0,white,25346.46192
14253,48,F,0.0,59,93151,0,0,Rent,85051,3/22/2016,Tuesday,Local,15,0.0,17,Broker,0,1016.72,1,Compact,36713.81022199414,silver,21040.79237
270,39,F,0.0,83,31974,1,1,Own,80040,6/4/2016,Saturday,Local,0,0.0,24,Broker,0,9659.44,3,Medium,25842.895079368485,white,40968.81907
14492,29,M,1.0,78,91815,0,0,Own,85012,5/6/2015,Wednesday,Highway,1,1.0,48,Online,0,0.0,5,Medium,60729.72006186679,blue,9705.602814
121,40,M,1.0,74,81258,0,1,Own,80045,12/6/2015,Sunday,Highway,0,0.0,18,Online,0,5944.99,1,Large,15000.0,white,13891.95007
16428,42,M,0.0,77,123566,1,1,Own,20111,11/12/2016,Saturday,Parking Lot,4,0.0,52,Online,1,0.0,7,Large,20249.916793400007,other,9218.589596
9906,55,M,1.0,33,97536,1,0,Rent,15035,4/2/2015,Thursday,Highway,0,0.0,59,Phone,1,0.0,6,Compact,15000.0,silver,37694.42694
5517,36,M,1.0,86,82172,1,0,Own,15001,10/13/2016,Thursday,Parking Lot,0,0.0,57,Broker,1,0.0,5,Compact,15000.0,gray,19085.97126
4600,51,M,1.0,82,108893,0,0,Own,85006,8/29/2016,Monday,Highway,2,0.0,99,Phone,1,0.0,2,Large,27374.9664315798,white,12207.33671
5837,52,F,1.0,92,52509,1,1,Rent,85045,11/8/2016,Tuesday,Parking Lot,0,0.0,63,Broker,1,7627.62,1,Large,15000.0,silver,33019.56723
16149,23,M,0.0,54,57078,1,1,Own,15010,7/23/2015,Thursday,Parking Lot,0,0.0,3,Phone,1,0.0,4,Large,15000.0,red,10879.08287
15774,41,F,0.0,69,100999,0,1,Rent,20153,1/26/2016,Tuesday,Parking Lot,0,0.0,50,Broker,1,1406.82,1,Compact,15000.0,other,31605.17811
16290,22,M,0.0,81,37128,1,1,Rent,80044,7/14/2015,Tuesday,Parking Lot,10,0.0,50,Online,1,0.0,3,Medium,37318.15716469762,gray,7432.268006
10029,31,F,0.0,86,33156,1,1,Rent,15007,8/1/2015,Saturday,Highway,8,1.0,76,Broker,1,0.0,1,Large,27482.40412757302,black,24374.84411
10675,32,F,1.0,80,115047,0,0,Rent,50049,5/16/2016,Monday,Local,4,1.0,0,Phone,1,456.15,14,Compact,24007.426319471677,black,7395.114109999999
4910,41,M,0.0,74,93313,1,1,Own,85006,9/17/2016,Saturday,Parking Lot,3,1.0,68,Phone,1,0.0,1,Compact,30464.851098928328,other,15552.17535
9679,29,F,1.0,81,50063,1,0,Rent,50056,12/23/2016,Friday,Local,0,0.0,37,Phone,1,3182.12,1,Large,31931.939266304587,other,10448.9241
14858,56,F,1.0,83,115745,1,0,Own,85080,2/22/2015,Sunday,Parking Lot,0,0.0,22,Broker,1,4864.97,3,Large,15000.0,other,26798.51609
11136,43,F,1.0,48,31152,1,0,Own,85019,11/15/2016,Tuesday,Highway,1,,7,Phone,0,550.05,1,Large,43468.35089064425,gray,11347.07226
8853,44,F,1.0,75,30945,1,0,Own,50009,10/10/2015,Saturday,Local,0,0.0,16,Phone,1,0.0,2,Compact,125780.08373523164,other,13869.75573
10066,60,M,0.0,47,49272,1,0,Rent,15003,12/2/2016,Friday,Local,5,1.0,2,Phone,1,1658.15,4,Medium,35391.96467526068,white,18328.17997
12792,35,F,1.0,61,56338,0,1,Rent,50047,10/3/2015,Saturday,Local,5,0.0,66,Broker,1,3003.91,1,Compact,15000.0,black,29731.70069
3213,58,M,0.0,98,67936,1,1,Own,80025,8/2/2015,Sunday,Highway,7,0.0,92,Phone,0,0.0,3,Compact,38048.15914627616,silver,14008.8773
1561,42,F,1.0,77,30073,1,1,Own,20109,1/2/2016,Saturday,Parking Lot,0,0.0,57,Broker,1,7007.2,1,Medium,51499.35393837189,silver,19750.96809
11813,37,F,1.0,86,45259,1,0,Own,50012,5/26/2015,Tuesday,Parking Lot,12,1.0,22,Broker,1,0.0,1,Large,15000.0,white,9683.684808
3415,65,F,0.0,89,33478,1,0,Own,80018,10/1/2016,Saturday,Highway,0,0.0,100,Broker,0,0.0,6,Medium,39872.61915522085,gray,30777.022
1938,29,F,1.0,78,117819,0,1,Rent,20111,9/4/2015,Friday,Highway,1,1.0,25,Phone,1,0.0,1,Large,15000.0,silver,21884.34971
12189,32,M,0.0,84,84863,1,1,Own,85043,7/18/2016,Monday,Parking Lot,0,0.0,89,Phone,1,0.0,2,Compact,15000.0,silver,14172.72674
15087,34,M,1.0,63,37306,1,0,Rent,50021,4/22/2016,Friday,Local,0,1.0,55,Broker,0,3519.29,1,Large,15000.0,silver,21232.17062
12504,33,F,0.0,63,68083,1,1,Rent,80022,2/19/2015,Thursday,Local,0,0.0,14,Phone,0,0.0,3,Medium,41431.046700107385,red,35651.32398
13350,54,M,1.0,70,67694,1,1,Own,15030,11/10/2016,Thursday,Local,0,0.0,99,Broker,0,1215.13,2,Compact,15000.0,other,23272.39251
16160,60,F,1.0,78,37032,1,1,Rent,20116,2/15/2015,Sunday,Local,0,0.0,28,Broker,0,0.0,1,Medium,56595.64629047434,black,17803.15062
2220,34,F,1.0,86,51423,1,0,Own,50048,2/13/2016,Saturday,Local,0,0.0,50,Broker,1,10973.67,8,Compact,52450.42868992897,blue,13129.94732
